Id,Sheep Breed,Any Diseases,Output
1021,Balangir,Scabby mouth,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
1022,Balangir,Selenium deficiency(white muscle),"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
1023,Balangir,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
1024,Balangir,Tetanus,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.There is no direct evidence that tetanus affects wool production in sheep."
1025,Balangir,Vibrosis,"Fleece is extremely coarse,hairy and open.It produces a high quality wool.Shearing at legs and belly is devoied .The fleece is typically removed from the entire body, with the exception of legs and belly.There is no direct evidence that Vibriosis affects wool production in sheep"
1026,Shahabadi,None,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly."
1027,Shahabadi,Sheep Lice,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.The disease might lead to decreased wool value from cotton fleeces,decresased fibre length, fleece weight, staple strength, style and colour."
1028,Shahabadi,Sheep worms,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.The disease might lead to reduced wool value from cotton fleeces,decreased fibre length, fleece weight, staple strength,style and colour"
1029,Shahabadi,Flystrike,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.With this disease,The wool around the affected area may become matted and discolored, and the wool fibers may break down due to the presence of maggots and their secretions. The wool may also become contaminated with urine and fecal material, which can provide an effective breeding ground for maggots even in the relative absence of wounds"
1030,Shahabadi,Acidosis,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.The disease might lead to decrease in wool quality and quantity as well as reduction in wool fibre diameter "
1031,Shahabadi,Annual ryegrass toxicity(ARGT),"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.The disease might lead to reduce wool fiber diameter, staple strength, weight gain, and lambing percentages "
1032,Shahabadi,Arthritis,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.Young lambs are the most susceptible to developing arthritis following spread of infection from the navel or infected marking, mulesing and/or shearing wounds "
1033,Shahabadi,Botulism,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly..The disease does not affect wool quality"
1034,Shahabadi,Cheesy gland(CLA),"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.The disease can lead to lose around 4-7% of their clean wool production "
1035,Shahabadi,Cobalt deficiency,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.The disease might result in poor coat of wool"
1036,Shahabadi,Coccidiosis,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.Diarrhea caused by coccidiosis can also lead to heavily soiled fleece and an increased risk of flystrike "
1037,Shahabadi,Copper deficiency,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.copper deficiency may result in a poor fleece without its natural “crimp” which has been described as “steely wool”"
1038,Shahabadi,Copper poisoning,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.This disease may lead to stringy wool and swayback or enzootic ataxia of lambs, which is a condition where lambs cannot coordinate their legs"
1039,Shahabadi,Dermatophilosis,"Fleece colour is mostly grey,sometimes with balck spots.Fleece is extremely coarse,hairy and open.It produces a high quality wool.The fleece is typically removed from the legs,back,sides and belly.wool of affected sheep may become matted and lumpy, and the fibers may be damaged . The wool may also become contaminated with bacteria, which can lead to further complications "
